age,default,balance,housing,loan,day,duration,campaign,pdays,previous,deposit,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success
1.491504880292054,0,0.25252514336959164,1,0,5,1.9302258878699305,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.2396756668140116,0,-0.459973601201242,0,0,5,3.154611609622702,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.01947040057620028,0,-0.08016030176726845,1,0,5,2.9299008183363107,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.1557325956546642,0,0.2937620158795659,1,0,5,0.5963656780545588,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0717895244953168,0,-0.4168764186532238,0,0,5,0.8671709906304658,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.06447267058314718,0,-0.47392592648657167,1,1,5,0.5473902491844479,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.2396756668140116,0,-0.2165830378904916,1,1,6,2.388290193184497,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.5754479514514015,0,-0.30494776469757934,1,0,6,1.8956549969027934,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.35524268521359015,0,-0.4736158748135643,1,0,6,0.6799119978918067,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.1107303256477175,0,1.1042370891207143,1,0,6,2.6648573209215933,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.2712996140542427,0,-0.4429207591858391,1,0,7,1.192713547237673,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.9428441833290224,0,-0.3781199595273081,1,0,7,3.4628687207463407,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.0267872544883698,0,-0.4122256435581139,1,1,7,3.794173092514738,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.40024495522053705,0,-0.33130215690320197,1,0,7,2.1030803427056157,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8589011121696749,0,-0.25595960036242194,1,0,8,1.6450160373910498,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.5231288275322851,0,0.7157423428425357,1,0,8,2.0512240062549103,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.7749580410103275,0,-0.28448435427909585,1,0,8,0.486891189991958,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.6520741686985795,0,-0.47640633987063025,1,0,8,2.1520557715757267,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.01947040057620028,0,-0.45687308447116876,1,0,8,2.1549366791563216,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.6520741686985795,0,-0.421837245421341,1,1,8,0.4062257777353048,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.1107303256477175,0,-0.23053536317582124,1,0,8,0.2016813395130772,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.14841574174249464,0,0.16695088161956984,1,0,8,1.1062863198198305,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.14841574174249464,0,-0.3536258773597294,1,0,8,4.9407743095914505,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.14841574174249464,0,-0.5334558477039781,1,0,8,2.1549366791563216,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.35524268521359015,0,-0.3557962390707807,1,0,8,1.7660141557760294,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.5231288275322851,0,-0.4615238595662786,1,0,9,0.7058401661171594,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8589011121696749,0,-0.46710478968041047,1,0,9,0.3197985503174622,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.14841574174249464,0,-0.4729957714675497,1,0,9,1.6046833312627231,0.1805975947792827,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.8589011121696749,0,-0.37874006287332274,1,0,9,0.4782484672501737,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.1107303256477175,0,-0.2385967066740117,1,0,9,0.9737645711124717,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.7749580410103275,1,-0.47423597815957896,1,0,9,0.8095528390185707,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.5754479514514015,0,-0.4537725677410955,1,0,9,1.889893181741604,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.2786164679664123,0,-0.448501689299971,1,0,9,0.8124337465991653,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.10341347173554775,0,-0.4708254097564984,1,0,9,3.802815815256522,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.69101496985098,0,-0.35300577401371475,1,0,9,0.8441237299857077,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.7749580410103275,0,-0.37749985618129345,0,0,12,1.1091672274004252,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.5231288275322851,0,-0.34556453386153896,0,0,13,0.38029760950995206,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.69101496985098,0,-0.47237566812153503,1,0,13,2.806021792370736,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.2712996140542427,0,-0.4370297773986999,1,0,13,0.5646756946680164,0.5479805641480366,-0.48118405401369996,-0.3632598446560345,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.5304456814444547,0,-0.4726857197945423,1,0,13,0.06627868322512369,-0.18678537458947125,-0.48118405401369996,-0.3632598446560345,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.5754479514514015,0,-0.08264071515132705,1,1,13,1.8524413831938722,-0.5541683439582252,-0.48118405401369996,-0.3632598446560345,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
